Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2020-03-04,306.12,313.1,303.33,312.86,175893889.0,0.0,1.0,304.25093121121836,311.18831360980164,301.47796604043793,310.9497789714549,175893889.0
2020-03-03,309.5,313.84,297.57,300.24,298851919.0,0.0,1.0,307.61029403460105,311.9237954113706,295.7531347201171,298.4068325717242,298851919.0
2020-03-02,298.21,309.16,294.46,309.09,237377617.0,0.0,1.0,296.38922708904164,307.27236996360995,292.6621233648744,307.2027973607588,237377617.0
2020-02-28,288.7,297.892,285.54,296.26,384911854.0,0.0,1.0,286.93729204455354,296.0731686932323,283.7965859729887,294.45113315247465,384911854.0
2020-02-27,305.46,311.5637,297.51,297.51,282544492.0,0.0,1.0,303.5949609557649,309.66139375608475,295.6935010605304,295.6935010605304,282544492.0
2020-02-26,314.18,318.11,310.7,311.5,192818004.0,0.0,1.0,312.2617194823618,316.16772418528905,308.8029672263346,309.59808268749026,192818004.0
2020-02-25,323.94,324.61,311.69,312.65,217564684.0,0.0,1.0,321.962128108461,322.6280373071789,309.7869226095147,310.74106116290153,217564684.0
2020-02-24,323.14,333.5623,321.24,322.42,160991237.0,0.0,1.0,321.1670126473053,331.5256774858088,319.2786134270606,320.45140873226524,160991237.0
2020-02-21,335.47,335.81,332.58,333.48,113656552.0,0.0,1.0,333.42172969236714,333.7596537633583,330.5493750889422,331.4438799827424,113656552.0
2020-02-20,337.7423,338.64,333.6817,336.95,73891268.0,0.0,1.0,335.68015577034714,336.57237470719645,331.6443484683862,334.8926932955051,73891268.0
2020-02-19,337.79,339.08,337.48,338.34,48587393.0,0.0,1.0,335.72756452971856,337.00968821083205,335.4194572885208,336.27420640926306,48587393.0
2020-02-18,336.51,337.6677,335.21,336.73,57195407.0,0.0,1.0,334.45537979186946,335.60601125359443,333.1633171674915,334.67403654368735,57195407.0
2020-02-14,337.51,337.73,336.2,337.6,64518123.0,0.0,1.0,335.44927411831407,335.6679308701319,334.1472725506717,335.5387246076941,64518123.0
2020-02-13,335.8621,338.12,335.56,337.06,54038002.0,0.0,1.0,333.811435657766,336.0555496574453,333.51118018174714,335.002021671414,54038002.0
2020-02-12,336.83,337.65,336.43,337.42,42844434.0,0.0,1.0,334.77342597633174,335.5884193240163,334.3758682457539,335.35982362893407,42844434.0
2020-02-11,336.1697,337.02,334.684,335.26,54773045.0,0.0,1.0,334.11715755258035,334.96226589835624,332.6405287517817,333.21301188381375,54773045.0
2020-02-10,331.23,334.75,331.19,334.68,41779456.0,0.0,1.0,329.20761774824206,332.70612577732703,329.1678619751843,332.6365531744759,41779456.0
2020-02-07,332.82,333.9941,331.6,332.2,64074382.0,0.0,1.0,330.78790972728893,331.95484105596756,329.57535864902655,330.1716952448933,64074382.0
2020-02-06,333.91,334.19,332.8,333.98,49982975.0,0.0,1.0,331.8712545431136,332.14954495451803,330.76803184076005,331.9408271459647,49982975.0
2020-02-05,332.2701,333.09,330.67,332.86,64864742.0,0.0,1.0,330.2413672371771,331.056261195429,328.6510369254331,330.82766550034677,64864742.0
2020-02-04,328.07,330.01,327.72,329.06,61704740.0,0.0,1.0,326.06691167667714,327.9950666699796,325.7190486624216,327.0508670598573,61704740.0
2020-02-03,323.35,326.16,323.22,324.12,68931216.0,0.0,1.0,321.3757304558587,324.168573513168,321.2465241934209,322.141029087221,68931216.0
2020-01-31,327.0,327.17,320.73,321.73,113659402.0,0.0,1.0,325.0034447473814,325.17240678287703,318.77172732057386,319.76562164701846,113659402.0
2020-01-30,324.36,327.91,323.54,327.68,75184385.0,0.0,1.0,322.3795637255677,325.907888584446,321.5645703778832,325.67929288936375,75184385.0
2020-01-29,328.38,328.63,326.4,326.62,53714641.0,0.0,1.0,326.37501891787497,326.62349249948613,324.40710815151465,324.6257649033325,53714641.0
2020-01-28,325.06,327.85,323.6038,326.89,63519891.0,0.0,1.0,323.07528975407894,325.84825492485936,321.6279808359103,324.89411637147253,63519891.0
2020-01-27,323.03,325.12,322.66,323.5,83797934.0,0.0,1.0,321.0576842713964,323.1349234136656,320.6899433706119,321.52481460482534,83797934.0
2020-01-24,332.44,332.53,327.36,328.77,87465785.0,0.0,1.0,330.41022988324,330.49968037262,325.3612467049015,326.76263770518835,87465785.0
2020-01-23,330.63,332.1682,329.41,331.72,51828259.0,0.0,1.0,328.6112811523753,330.1400894053124,327.3987300741129,329.69462596819994,51828259.0
2020-01-22,332.24,332.95,331.17,331.34,48705035.0,0.0,1.0,330.2114510179511,330.9171159897267,329.1479840886554,329.31694612415095,48705035.0
2020-01-21,330.9,332.18,330.82,331.3,77624157.0,0.0,1.0,328.87963262051534,330.15181735836444,328.8001210743998,329.27719035109317,77624157.0
2020-01-17,331.7,332.18,330.8539,331.95,95778839.0,0.0,1.0,329.674748081671,330.15181735836444,328.83381409206623,329.92322166328216,95778839.0
2020-01-16,329.7,330.92,329.45,330.92,53788867.0,0.0,1.0,327.6869594287818,328.8995105070442,327.4384858471707,328.8995105070442,53788867.0
2020-01-15,327.35,329.02,327.26,328.19,71870739.0,0.0,1.0,325.35130776163703,327.01111128679946,325.26185727225703,326.18617899585047,71870739.0
2020-01-14,327.47,328.62,326.844,327.45,62784185.0,0.0,1.0,325.4705750808104,326.6135535562217,324.8483972324561,325.4506971942815,62784185.0
2020-01-13,326.39,327.96,325.92,327.95,47026115.0,0.0,1.0,324.3971692082502,325.9575833007682,323.93003887482126,325.9476443575038,47026115.0
2020-01-10,327.2899,327.46,325.2,325.71,53028660.0,0.0,1.0,325.2915747126177,325.4606361375459,323.21443495978116,323.7213210662679,53028660.0
2020-01-09,326.15,326.73,325.52,326.65,48421935.0,0.0,1.0,324.1586345699035,324.7350932792414,323.53248114424343,324.6555817331258,48421935.0
2020-01-08,322.94,325.78,322.67,324.45,68177241.0,0.0,1.0,320.9682337820164,323.790893669119,320.69988231387634,322.4690142149477,68177241.0
2020-01-07,323.02,323.54,322.24,322.73,40461249.0,0.0,1.0,321.04774532813195,321.5645703778832,320.2725077535052,320.75951597346307,40461249.0
2020-01-06,320.49,323.73,320.36,323.64,55596982.0,0.0,1.0,318.53319268222714,321.7534102999076,318.40398641978936,321.6639598105276,55596982.0
2020-01-03,321.16,323.64,321.1,322.41,77708081.0,0.0,1.0,319.199101880945,321.6639598105276,319.13946822135836,320.4414697890008,77708081.0
2020-01-02,323.54,324.89,322.53,324.87,59037072.0,0.0,1.0,321.5645703778832,322.9063277185833,320.56073710817407,322.88644983205444,59037072.0
2019-12-31,320.53,322.13,320.15,321.86,57059907.0,0.0,1.0,318.5729484552849,320.16317937759624,318.195268611236,319.89482790945624,57059907.0
2019-12-30,322.95,323.1,320.55,321.08,49652827.0,0.0,1.0,320.97817272528084,321.12725687424756,318.5928263418138,319.1195903348294,49652827.0
2019-12-27,323.74,323.8,322.28,322.86,42523486.0,0.0,1.0,321.76334924317206,321.8229829027587,320.3122635265629,320.88872223590084,42523486.0
2019-12-26,321.65,322.95,321.64,322.94,30854382.0,0.0,1.0,319.68611010090285,320.97817272528084,319.6761711576384,320.9682337820164,30854382.0
2019-12-24,321.47,321.52,320.9,321.23,20270007.0,0.0,1.0,319.50720912214285,319.5569038384651,318.9406893560694,319.26867448379613,20270007.0
2019-12-23,321.59,321.65,321.06,321.22,52980805.0,0.0,1.0,319.6264764413162,319.68611010090285,319.0997124483006,319.2587355405317,52980805.0
2019-12-20,320.46,321.9742,319.3873,320.73,149214080.0,1.57,1.0,318.5033758524338,320.0083306415362,317.43722540845664,318.77172732057386,149214080.0
2019-12-19,319.7999,320.98,319.5246,320.9,85248597.0,0.0,1.0,316.2989963386496,317.46617758410736,316.02671009436995,317.3870533576548,85248597.0
2019-12-18,320.0,320.25,319.53,319.59,48721894.0,0.0,1.0,316.496905810064,316.7441690177281,316.0320509796554,316.0913941494948,48721894.0
2019-12-17,319.92,320.25,319.48,319.57,61062693.0,0.0,1.0,316.4177815836115,316.7441690177281,315.98259833812267,316.0716130928817,61062693.0
2019-12-16,319.18,320.15,317.2542,319.5,82723814.0,0.0,1.0,315.6858824889257,316.6452637346624,313.78116454764756,316.0023793947358,82723814.0
2019-12-13,316.87,318.67,316.02,317.32,81489263.0,0.0,1.0,313.4011704501093,315.18146554529096,312.5604755440513,313.8462442239047,81489263.0
2019-12-12,314.43,317.99,314.17,317.13,96035635.0,0.0,1.0,310.9878815433076,314.50890962044457,310.7307278073369,313.65832418608,96035635.0
2019-12-11,314.03,314.7,313.5312,314.42,46889653.0,0.0,1.0,310.59226041104495,311.2549258075848,310.09892085911355,310.977991015001,46889653.0
2019-12-10,313.82,314.55,312.81,313.53,52609340.0,0.0,1.0,310.3845593166071,311.1065678829864,309.3856159576441,310.09773399571674,52609340.0
2019-12-09,314.44,315.18,313.8,313.88,34788380.0,0.0,1.0,310.9977720716141,311.7296711662999,310.364778259994,310.4439024864465,34788380.0
2019-12-06,314.11,315.31,314.11,314.87,48926121.0,0.0,1.0,310.6713846374975,311.8582480342852,310.6713846374975,311.4230647887964,48926121.0
2019-12-05,312.23,312.25,310.58,312.02,40657041.0,0.0,1.0,308.8119653158634,308.8317463724765,307.18002814528023,308.6042642214255,40657041.0
2019-12-04,310.7,312.12,310.32,311.46,49007961.0,0.0,1.0,307.298714484959,308.7031695044912,306.92287440930954,308.0503946362579,49007961.0
2019-12-03,308.65,309.64,307.13,309.55,74784721.0,0.0,1.0,305.27115618211326,306.25031848446315,303.76779587951546,306.1613037297041,74784721.0
2019-12-02,314.59,314.66,311.17,311.64,75719967.0,0.0,1.0,311.1461299962126,311.2153636943586,307.7635693153676,308.22842414577605,75719967.0
2019-11-29,314.86,315.13,314.06,314.31,36592740.0,0.0,1.0,311.4131742604899,311.6802185247671,310.6219319959647,310.8691952036288,36592740.0
2019-11-27,314.61,315.48,314.37,315.48,44260649.0,0.0,1.0,311.1659110528257,312.0263870154969,310.9285383734682,312.0263870154969,44260649.0
2019-11-26,313.41,314.28,313.06,314.08,37515200.0,0.0,1.0,309.979047656038,310.83952361870905,309.6328791653082,310.6417130525778,37515200.0
2019-11-25,311.98,313.37,311.98,313.37,48606151.0,0.0,1.0,308.5647021081993,309.9394855428117,308.5647021081993,309.9394855428117,48606151.0
2019-11-22,311.09,311.24,309.85,310.96,44803329.0,0.0,1.0,307.684445088915,307.8328030135135,306.45801957890103,307.55586822092965,44803329.0
2019-11-21,310.89,311.01,309.39,310.27,54403450.0,0.0,1.0,307.48663452278373,307.6053208624625,306.00305527679905,306.87342176777673,54403450.0
2019-11-20,311.28,311.85,309.06,310.77,79200298.0,0.0,1.0,307.87236512673974,308.436125240214,305.67666784268243,307.36794818310494,79200298.0
2019-11-19,312.68,312.69,311.22,311.93,67663099.0,0.0,1.0,309.2570390896588,309.26692961796533,307.8130219569004,308.51524946666643,67663099.0
2019-11-18,311.53,312.28,311.03,312.02,49285964.0,0.0,1.0,308.11962833440384,308.86141795739616,307.62510191907563,308.6042642214255,49285964.0
2019-11-15,311.02,311.84,310.26,311.79,61990853.0,0.0,1.0,307.61521139076905,308.42623471190734,306.86353123947015,308.3767820703746,61990853.0
2019-11-14,308.79,309.64,308.09,309.55,51148052.0,0.0,1.0,305.4096235784052,306.25031848446315,304.71728659694566,306.1613037297041,51148052.0
2019-11-13,307.91,309.54,307.66,309.1,54261698.0,0.0,1.0,304.53925708742753,306.15141320139753,304.2919938797634,305.7162299559087,54261698.0
2019-11-12,308.75,309.99,308.15,309.0,46141997.0,0.0,1.0,305.37006146517894,306.59648697519293,304.77662976678505,305.61732467284304,46141997.0
2019-11-11,307.42,308.54,307.27,308.35,35775777.0,0.0,1.0,304.05462120040585,305.1623603707411,303.90626327580736,304.9744403329164,35775777.0
2019-11-08,307.8,309.0036,307.03,308.94,49019213.0,0.0,1.0,304.4304612760553,305.6208852630334,303.66889059644984,305.55798150300365,49019213.0
2019-11-07,308.5758,309.65,307.66,308.18,53823043.0,0.0,1.0,305.1977684620786,306.26020901276974,304.2919938797634,304.80630135170475,53823043.0
2019-11-06,307.03,307.4,306.06,307.1,46402927.0,0.0,1.0,303.66889059644984,304.03484014379274,302.70950935071306,303.7381242945958,46402927.0
2019-11-05,307.59,307.9195,306.71,307.03,42809998.0,0.0,1.0,304.22276018161745,304.5486530893188,303.35239369063976,303.66889059644984,42809998.0
2019-11-04,307.85,308.0,306.96,307.37,60270655.0,0.0,1.0,304.47991391758814,304.6282718421866,303.59965689830386,304.00516855887304,60270655.0
2019-11-01,304.916,306.19,304.74,306.14,71071915.0,0.0,1.0,301.5780329124421,302.83808621869844,301.40395961424656,302.78863357716557,71071915.0
2019-10-31,304.13,304.13,301.73,303.33,68955393.0,0.0,1.0,300.80063738754615,300.80063738754615,298.42691059397066,300.00939512302097,68955393.0
2019-10-30,303.43,304.55,301.99,304.14,49542312.0,0.0,1.0,300.10830040608664,301.21603957642185,298.68406432994135,300.8105279158527,49542312.0
2019-10-29,303.0001,304.23,302.86,303.21,44201626.0,0.0,1.0,299.6831065941874,300.8995426706118,299.54454029261245,299.8907087833422,44201626.0
2019-10-28,302.94,303.85,302.91,303.3,42076051.0,0.0,1.0,299.62366451906496,300.52370259496234,299.5939929341453,299.97972353810127,42076051.0
2019-10-25,299.74,302.2,299.6806,301.6,45145150.0,0.0,1.0,296.45869546096435,298.8917654243792,296.39994572282336,298.29833372598534,45145150.0
2019-10-24,300.91,301.07,299.4601,300.37,35688865.0,0.0,1.0,297.61588727283237,297.7741357257374,296.1818595736636,297.0817987442779,35688865.0
2019-10-23,298.73,299.94,298.495,299.88,34857719.0,0.0,1.0,295.45975210200135,296.6565060270956,295.22732468679703,296.5971628572562,34857719.0
2019-10-22,300.58,300.9,298.91,299.01,49028214.0,0.0,1.0,297.2894998387157,297.6059967445258,295.6377816115195,295.7366868945851,49028214.0
2019-10-21,299.42,300.21,298.935,299.99,39388285.0,0.0,1.0,296.14219855515427,296.92355029137286,295.6625079322859,296.70595866862845,39388285.0
2019-10-18,298.69,299.395,296.99,297.97,64293228.0,0.0,1.0,295.42018998877506,296.11747223438783,293.7388001766591,294.70807195070245,64293228.0
2019-10-17,299.68,300.24,298.515,299.28,46676445.0,0.0,1.0,296.39935229112496,296.95322187629256,295.24710574341015,296.0037311588623,46676445.0
2019-10-16,298.37,299.16,297.92,298.4,50293197.0,0.0,1.0,295.103693082965,295.88504481918363,294.6586193091696,295.1333646678847,50293197.0
2019-10-15,297.1,299.7,296.97,298.88,48123837.0,0.0,1.0,293.84759598803134,296.41913334773807,293.71901912004597,295.6081100265998,48123837.0
2019-10-14,295.93,296.67,295.57,295.95,40467320.0,0.0,1.0,292.69040417616327,293.42230327084906,292.3343451571269,292.7101852327764,40467320.0
2019-10-11,296.27,298.74,296.1448,296.28,101099695.0,0.0,1.0,293.0266821385864,295.4696426303079,292.9028527241882,293.036572666893,101099695.0
2019-10-10,291.18,294.21,291.0,293.24,54459839.0,0.0,1.0,287.9924032305451,290.9892333074341,287.8143737210269,290.0298520616974,54459839.0
2019-10-09,290.75,292.3,288.6559,291.27,64341784.0,0.0,1.0,287.5671105133628,289.1001424008804,285.49593498068515,288.0814179853042,64341784.0
2019-10-08,291.04,291.85,288.49,288.53,101367099.0,0.0,1.0,287.8539358342532,288.655068627085,285.3318511160793,285.3714132293055,101367099.0
2019-10-07,293.47,295.26,292.77,293.08,60549809.0,0.0,1.0,290.2573342127484,292.0277387796234,289.5649972312888,289.8716036087923,60549809.0
2019-10-04,291.14,294.63,290.82,294.35,66737063.0,0.0,1.0,287.9528411173188,291.4046354963099,287.6363442115088,291.1277007037261,66737063.0
2019-10-03,287.81,290.45,284.82,290.42,85718095.0,0.0,1.0,284.6592951912329,287.2703946641659,281.70202722757006,287.2407230792462,85718095.0
2019-10-02,291.5,291.51,286.64,288.06,124208927.0,0.0,1.0,288.3089001363552,288.3187906646617,283.5021033793648,284.906558398897,124208927.0
2019-10-01,297.74,298.455,293.0,293.24,89425082.0,0.0,1.0,294.48058979965145,295.18776257357075,289.7924793823399,290.0298520616974,89425082.0
2019-09-30,295.97,297.55,295.92,296.77,52438861.0,0.0,1.0,292.72996628938955,294.2926697618267,292.6805136478567,293.5212085539147,52438861.0
2019-09-27,297.83,297.9465,293.69,295.4,84755721.0,0.0,1.0,294.5696045544105,294.684829209182,290.4749258354928,292.1662061759153,84755721.0
2019-09-26,297.63,297.86,295.45,297.0,58594707.0,0.0,1.0,294.3717939882792,294.5992761393302,292.2156588174481,293.74869070496567,58594707.0
2019-09-25,295.96,298.11,294.33,297.62,73267803.0,0.0,1.0,292.7200757610829,294.84653934699435,291.1079196471129,294.36190345997267,73267803.0
2019-09-24,299.41,299.84,294.81,295.87,97160127.0,0.0,1.0,296.13230802684774,296.55760074402997,291.582665005828,292.6310610063239,97160127.0
2019-09-23,297.55,299.0,297.27,298.21,47134009.0,0.0,1.0,294.2926697618267,295.72679636627856,294.0157349692429,294.9454446300599,47134009.0
2019-09-20,300.36,300.67,297.41,298.28,96939851.0,1.38362,1.0,297.07190821597135,297.37851459347485,294.15420236553484,295.0146783282059,96939851.0
2019-09-19,301.53,302.63,300.7103,301.08,77933334.0,0.0,1.0,296.8521035563273,297.93503830216343,296.04512027345294,296.40908479666706,77933334.0
2019-09-18,300.49,301.22,298.24,301.1,73875018.0,0.0,1.0,295.82823797844594,296.5469128552281,293.6131441801448,296.42877451931867,73875018.0
2019-09-17,299.94,301.02,299.75,300.92,42770135.0,0.0,1.0,295.28677060552786,296.3500156287124,295.099718240338,296.2515670154546,42770135.0
2019-09-16,299.84,301.1378,299.45,300.16,57934320.0,0.0,1.0,295.18832199227,296.4659880951302,294.8043724005645,295.5033575546951,57934320.0
2019-09-13,301.78,302.17,300.68,301.09,62053458.0,0.0,1.0,297.0982250894719,297.4821746811774,296.0152903436358,296.41892965799286,62053458.0
2019-09-12,301.25,302.46,300.41,301.29,72546530.0,0.0,1.0,296.5764474392054,297.7676756596251,295.7494790878397,296.6158268845086,72546530.0
2019-09-11,298.47,300.34,297.75,300.25,68008165.0,0.0,1.0,293.83957599063785,295.6805650585592,293.13074597518147,295.5919613066271,68008165.0
2019-09-10,297.36,298.2,295.97,298.13,57698673.0,0.0,1.0,292.74679638347595,293.57376473484163,291.37836065919214,293.5048507055612,57698673.0
2019-09-09,299.14,299.24,297.16,298.2,51086154.0,0.0,1.0,294.4991816994652,294.5976303127231,292.5498991569603,293.57376473484163,51086154.0
2019-09-06,298.17,298.76,297.42,298.05,49510922.0,0.0,1.0,293.54423015086434,294.1250769690855,292.80586555143066,293.42609181495493,49510922.0
2019-09-05,296.79,298.83,294.001,297.75,83197295.0,0.0,1.0,292.1856392879063,294.19399099836596,289.43990746414545,293.13074597518147,83197295.0
2019-09-04,293.14,294.055,292.31,293.97,46813644.0,0.0,1.0,288.5922649039956,289.4930697153047,287.7751414139556,289.4093883940356,46813644.0
2019-09-03,290.57,291.58,289.27,290.75,69078772.0,0.0,1.0,286.06213554326945,287.0564665371735,284.78230357091763,286.2393430471335,69078772.0
2019-08-30,294.22,294.2399,291.42,292.4527,62831109.0,0.0,1.0,289.65550992718016,289.6751012012184,286.898948755961,287.91562758507456,62831109.0
2019-08-29,291.72,293.16,290.61,292.58,57913188.0,0.0,1.0,287.19429459573445,288.61195462664716,286.1015149885726,288.04095266975173,57913188.0
2019-08-28,286.14,289.07,285.25,288.89,59852324.0,0.0,1.0,281.70086197594765,284.58540634440203,280.824669317953,284.4081988405379,59852324.0
2019-08-27,289.54,289.95,286.03,286.87,68262998.0,0.0,1.0,285.0481148267138,285.45175414107086,281.59256850136404,282.41953685272983,68262998.0
2019-08-26,287.27,288.0,285.58,288.0,72478929.0,0.0,1.0,282.8133313057611,283.5320061825433,281.1495497417038,283.5320061825433,72478929.0
2019-08-23,290.92,292.76,283.47,284.85,149217157.0,0.0,1.0,286.40670568967187,288.21816017361584,279.0722840019637,280.4308748649217,149217157.0
2019-08-22,293.23,293.93,290.4,292.36,51698543.0,0.0,1.0,288.68086865592767,289.37000894873245,285.8947729007311,287.8243657205846,51698543.0
2019-08-21,292.48,292.86,291.72,292.45,49565853.0,0.0,1.0,287.94250405649393,288.3166087868737,287.19429459573445,287.9129694725166,49565853.0
2019-08-20,291.77,292.36,289.95,290.09,51614878.0,0.0,1.0,287.24351890236335,287.8243657205846,285.45175414107086,285.5895821996318,51614878.0
2019-08-19,292.19,293.08,291.44,292.33,53583732.0,0.0,1.0,287.6570030780462,288.5331957360409,286.91863847861254,287.7948311366072,53583732.0
2019-08-16,286.48,289.33,284.7138,288.85,85808933.0,0.0,1.0,282.0355872610243,284.84137273887234,280.2967878536645,284.3688193952348,85808933.0
2019-08-15,284.88,285.64,282.39,284.65,101929845.0,0.0,1.0,280.46040944889904,281.2086189096585,278.00903897877913,280.23397763840603,101929845.0
2019-08-14,288.07,292.4644,283.76,283.9,135369567.0,0.0,1.0,283.60092021182373,287.92714607282574,279.3577849804114,279.4956130389723,135369567.0
2019-08-13,287.74,294.15,287.36,292.55,94713738.0,0.0,1.0,283.2760397880729,289.58659589789966,282.9019350576932,288.01141808577444,94713738.0
2019-08-12,289.96,291.6052,287.02,288.12,75230899.0,0.0,1.0,285.46159900239667,287.08127558771446,282.56720977261654,283.65014451845263,75230899.0
2019-08-09,292.58,293.24,289.65,291.62,93702071.0,0.0,1.0,288.04095266975173,288.6907135172534,285.1564083012974,287.09584598247665,93702071.0
2019-08-08,289.62,293.62,289.01,293.62,87460322.0,0.0,1.0,285.12687371732005,289.0648182476332,284.5263371764473,289.0648182476332,87460322.0
2019-08-07,284.4,288.82,282.04,287.97,140409925.0,0.0,1.0,279.98785610526147,284.3392848112574,277.66446883237677,283.50247159856593,140409925.0
2019-08-06,285.91,288.04,284.28,287.8,120521001.0,0.0,1.0,281.4744301654547,283.57138562784644,279.86971776935206,283.3351089560276,120521001.0
2019-08-05,288.09,288.21,281.72,283.82,177891127.0,0.0,1.0,283.6206099344753,283.7387482703847,277.3494332699517,279.41685414836604,177891127.0
2019-08-02,293.85,294.12,290.9,292.62,116724483.0,0.0,1.0,289.2912500581262,289.5570613139223,286.38701596702026,288.0803321150549,116724483.0
2019-08-01,297.6,300.87,293.96,294.84,142531739.0,0.0,1.0,292.9830730552947,296.20234270882565,289.39954353270974,290.26589132937863,142531739.0
2019-07-31,300.99,301.2,295.2,297.43,104245162.0,0.0,1.0,296.32048104473506,296.52722313257647,290.62030633710685,292.8157104127564,104245162.0
2019-07-30,299.91,301.17,299.49,300.72,45813578.0,0.0,1.0,295.25723602155057,296.49768854859917,294.84375184586764,296.05466978893895,45813578.0
2019-07-29,301.88,301.93,300.85,301.46,38091054.0,0.0,1.0,297.1966737027297,297.24589800935865,296.1826529861741,296.78318952704683,38091054.0
2019-07-26,300.76,302.23,300.62,302.01,45022816.0,0.0,1.0,296.09404923424205,297.5412438491321,295.9562211756811,297.3246568999649,45022816.0
2019-07-25,300.94,301.0,299.11,300.0,55378544.0,0.0,1.0,296.27125673810616,296.33032590606086,294.46964711548793,295.34583977348257,55378544.0
2019-07-24,299.19,301.44,299.09,301.44,47213232.0,0.0,1.0,294.5484060060942,296.7634998043953,294.4499573928363,296.7634998043953,47213232.0
2019-07-23,299.14,300.03,298.22,300.03,44601745.0,0.0,1.0,294.4991816994652,295.37537435745986,293.59345445749324,295.37537435745986,44601745.0
2019-07-22,297.61,298.5,297.04,297.9,43652365.0,0.0,1.0,292.9929179166205,293.86911057461515,292.4317608210509,293.27841889506817,43652365.0
2019-07-19,300.04,300.07,296.96,297.17,70991785.0,0.0,1.0,295.3852192187857,295.414753802763,292.3530019304446,292.55974401828604,70991785.0
2019-07-18,297.19,299.25,296.7,298.83,51589195.0,0.0,1.0,292.5794337409376,294.6074751740489,292.09703553597427,294.19399099836596,51589195.0
2019-07-17,299.75,299.93,297.74,297.74,43952969.0,0.0,1.0,295.099718240338,295.2769257442021,293.12090111385567,293.12090111385567,43952969.0
2019-07-16,300.65,300.88,299.44,299.71,40533990.0,0.0,1.0,295.98575575965845,296.21218757015146,294.79452753923874,295.06033879503485,40533990.0
2019-07-15,301.13,301.13,300.19,300.75,33910261.0,0.0,1.0,296.458309103296,296.458309103296,295.5328921386724,296.08420437291625,33910261.0
2019-07-12,299.85,300.73,299.51,300.65,40335336.0,0.0,1.0,295.19816685359586,296.0645146502647,294.8634415685192,295.98575575965845,40335336.0
2019-07-11,299.32,299.58,298.2,299.31,50832063.0,0.0,1.0,294.67638920332934,294.9323555977997,293.57376473484163,294.66654434200353,50832063.0
2019-07-10,298.37,299.66,297.78,298.61,58547783.0,0.0,1.0,293.74112737738,295.01111448840595,293.16028055915876,293.97740404919875,58547783.0
2019-07-09,295.54,297.52,295.48,297.19,41068189.0,0.0,1.0,290.95503162218347,292.9043141646884,290.89596245422877,292.5794337409376,41068189.0
